code,country,year,width
ITA,Italy,2019,5
ITA,Italy,2020,5
ITA,Italy,2021,6
ITA,Italy,2022,5
ITA,Italy,2023,5
ITA,Italy,2024,5
JPN,Japan,1950,6
JPN,Japan,1951,6
JPN,Japan,1952,5
JPN,Japan,1953,5
JPN,Japan,1954,4
JPN,Japan,1955,4
JPN,Japan,1956,4
JPN,Japan,1957,4
JPN,Japan,1958,3
JPN,Japan,1959,4
JPN,Japan,1960,4
JPN,Japan,1961,3
JPN,Japan,1962,3
JPN,Japan,1963,3
JPN,Japan,1964,3
JPN,Japan,1965,4
JPN,Japan,1966,2
JPN,Japan,1967,3
JPN,Japan,1968,3
JPN,Japan,1969,3
JPN,Japan,1970,3
JPN,Japan,1971,3
JPN,Japan,1972,3
JPN,Japan,1973,3
JPN,Japan,1974,3
JPN,Japan,1975,3
JPN,Japan,1976,3
JPN,Japan,1977,3
JPN,Japan,1978,3
JPN,Japan,1979,3
JPN,Japan,1980,3
JPN,Japan,1981,3
JPN,Japan,1982,3
JPN,Japan,1983,3
JPN,Japan,1984,3
JPN,Japan,1985,3
JPN,Japan,1986,3
JPN,Japan,1987,4
JPN,Japan,1988,4
JPN,Japan,1989,3
JPN,Japan,1990,3
JPN,Japan,1991,3
JPN,Japan,1992,3
JPN,Japan,1993,2
JPN,Japan,1994,2
JPN,Japan,1995,4
JPN,Japan,1996,3
JPN,Japan,1997,3
JPN,Japan,1998,3
JPN,Japan,1999,4
JPN,Japan,2000,4
JPN,Japan,2001,4
JPN,Japan,2002,4
JPN,Japan,2003,4
JPN,Japan,2004,4
JPN,Japan,2005,4
JPN,Japan,2006,4
JPN,Japan,2007,4
JPN,Japan,2008,5
JPN,Japan,2009,5
JPN,Japan,2010,5
JPN,Japan,2011,5
JPN,Japan,2012,5
JPN,Japan,2013,5
JPN,Japan,2014,5
JPN,Japan,2015,4
JPN,Japan,2016,4
JPN,Japan,2017,4
JPN,Japan,2018,4
JPN,Japan,2019,4
JPN,Japan,2020,4
JPN,Japan,2021,5
JPN,Japan,2022,4
JPN,Japan,2023,4
JPN,Japan,2024,5
KOR,Republic of Korea,1960,7
KOR,Republic of Korea,1961,5
KOR,Republic of Korea,1962,8
KOR,Republic of Korea,1963,7
KOR,Republic of Korea,1964,6
KOR,Republic of Korea,1965,5
KOR,Republic of Korea,1966,5
KOR,Republic of Korea,1967,6
KOR,Republic of Korea,1968,4
KOR,Republic of Korea,1969,6
KOR,Republic of Korea,1970,4
KOR,Republic of Korea,1971,4
KOR,Republic of Korea,1972,4
KOR,Republic of Korea,1973,4
KOR,Republic of Korea,1974,4
KOR,Republic of Korea,1975,4
KOR,Republic of Korea,1976,4
KOR,Republic of Korea,1977,3
KOR,Republic of Korea,1978,4
KOR,Republic of Korea,1979,4
KOR,Republic of Korea,1980,4
KOR,Republic of Korea,1981,4
KOR,Republic of Korea,1982,4
KOR,Republic of Korea,1983,3
KOR,Republic of Korea,1984,3
KOR,Republic of Korea,1985,3
KOR,Republic of Korea,1986,4
KOR,Republic of Korea,1987,4
KOR,Republic of Korea,1988,3
KOR,Republic of Korea,1989,3
KOR,Republic of Korea,1990,3
KOR,Republic of Korea,1991,3
KOR,Republic of Korea,1992,3
KOR,Republic of Korea,1993,3
KOR,Republic of Korea,1994,2
KOR,Republic of Korea,1995,2
KOR,Republic of Korea,1996,3
KOR,Republic of Korea,1997,2
KOR,Republic of Korea,1998,3
KOR,Republic of Korea,1999,2
KOR,Republic of Korea,2000,3
KOR,Republic of Korea,2001,3
KOR,Republic of Korea,2002,3
KOR,Republic of Korea,2003,2
KOR,Republic of Korea,2004,3
KOR,Republic of Korea,2005,3
KOR,Republic of Korea,2006,3
KOR,Republic of Korea,2007,3
KOR,Republic of Korea,2008,3
KOR,Republic of Korea,2009,3
KOR,Republic of Korea,2010,2
KOR,Republic of Korea,2011,3
KOR,Republic of Korea,2012,3
KOR,Republic of Korea,2013,3
KOR,Republic of Korea,2014,3
KOR,Republic of Korea,2015,4
KOR,Republic of Korea,2016,4
KOR,Republic of Korea,2017,3
KOR,Republic of Korea,2018,3
KOR,Republic of Korea,2019,3
KOR,Republic of Korea,2020,3
KOR,Republic of Korea,2021,3
KOR,Republic of Korea,2022,3
KOR,Republic of Korea,2023,3
KOR,Republic of Korea,2024,3
LTU,Lithuania,1959,6
LTU,Lithuania,1960,7
LTU,Lithuania,1961,6
LTU,Lithuania,1962,5
LTU,Lithuania,1963,5
LTU,Lithuania,1964,7
LTU,Lithuania,1965,4
LTU,Lithuania,1966,3
LTU,Lithuania,1967,5
LTU,Lithuania,1968,6
LTU,Lithuania,1969,4
LTU,Lithuania,1970,5
LTU,Lithuania,1971,3
LTU,Lithuania,1972,2
LTU,Lithuania,1973,3
LTU,Lithuania,1974,4
LTU,Lithuania,1975,3
LTU,Lithuania,1976,4
LTU,Lithuania,1977,4
LTU,Lithuania,1978,4
LTU,Lithuania,1979,4
LTU,Lithuania,1980,3
LTU,Lithuania,1981,3
LTU,Lithuania,1982,4
LTU,Lithuania,1983,4
LTU,Lithuania,1984,4
LTU,Lithuania,1985,4
LTU,Lithuania,1986,4
LTU,Lithuania,1987,5
LTU,Lithuania,1988,3
LTU,Lithuania,1989,3
LTU,Lithuania,1990,3
LTU,Lithuania,1991,3
LTU,Lithuania,1992,3
LTU,Lithuania,1993,4
LTU,Lithuania,1994,5
LTU,Lithuania,1995,5
LTU,Lithuania,1996,4
LTU,Lithuania,1997,4
LTU,Lithuania,1998,5
LTU,Lithuania,1999,4
LTU,Lithuania,2000,4
LTU,Lithuania,2001,4
LTU,Lithuania,2002,5
LTU,Lithuania,2003,3
LTU,Lithuania,2004,4
LTU,Lithuania,2005,3
LTU,Lithuania,2006,4
LTU,Lithuania,2007,3
LTU,Lithuania,2008,4
LTU,Lithuania,2009,3
LTU,Lithuania,2010,4
LTU,Lithuania,2011,4
LTU,Lithuania,2012,4
LTU,Lithuania,2013,3
LTU,Lithuania,2014,4
LTU,Lithuania,2015,5
LTU,Lithuania,2016,4
LTU,Lithuania,2017,5
LTU,Lithuania,2018,4
LTU,Lithuania,2019,4
LTU,Lithuania,2020,4
LTU,Lithuania,2021,4
LTU,Lithuania,2022,5
LTU,Lithuania,2023,4
LTU,Lithuania,2024,5
LVA,Latvia,1965,5
LVA,Latvia,1966,5
LVA,Latvia,1967,5
LVA,Latvia,1968,4
LVA,Latvia,1969,5
LVA,Latvia,1970,5
LVA,Latvia,1971,5
LVA,Latvia,1972,5
LVA,Latvia,1973,4
LVA,Latvia,1974,5
LVA,Latvia,1975,4
LVA,Latvia,1976,4
LVA,Latvia,1977,4
LVA,Latvia,1978,4
LVA,Latvia,1979,4
LVA,Latvia,1980,4
LVA,Latvia,1981,4
LVA,Latvia,1982,4
LVA,Latvia,1983,4
LVA,Latvia,1984,4
LVA,Latvia,1985,4
LVA,Latvia,1986,4
LVA,Latvia,1987,4
LVA,Latvia,1988,4
LVA,Latvia,1989,3
LVA,Latvia,1990,3
LVA,Latvia,1991,4
LVA,Latvia,1992,4
LVA,Latvia,1993,4
LVA,Latvia,1994,4
LVA,Latvia,1995,4
LVA,Latvia,1996,5
LVA,Latvia,1997,5
LVA,Latvia,1998,5
LVA,Latvia,1999,5
LVA,Latvia,2000,5
LVA,Latvia,2001,6
LVA,Latvia,2002,5
LVA,Latvia,2003,6
LVA,Latvia,2004,5
LVA,Latvia,2005,5
LVA,Latvia,2006,5
LVA,Latvia,2007,6
LVA,Latvia,2008,6
LVA,Latvia,2009,4
MDA,Moldova,1961,7
MDA,Moldova,1979,3
MDA,Moldova,1980,4
MDA,Moldova,1981,4
MDA,Moldova,1982,4
MDA,Moldova,1983,4
MDA,Moldova,1984,4
MDA,Moldova,1985,5
MDA,Moldova,1986,5
MDA,Moldova,1987,5
MDA,Moldova,1988,5
MDA,Moldova,1989,3
MDA,Moldova,1990,3
MDA,Moldova,1991,3
MDA,Moldova,1992,4
MDA,Moldova,1993,4
MDA,Moldova,1994,4
MDA,Moldova,1995,4
MDA,Moldova,1996,4
MDA,Moldova,1997,5
MDA,Moldova,1998,5
MDA,Moldova,1999,5
MDA,Moldova,2000,4
MDA,Moldova,2001,5
MDA,Moldova,2002,4
MDA,Moldova,2003,4
MDA,Moldova,2004,5
MDA,Moldova,2005,5
MDA,Moldova,2006,5
MDA,Moldova,2007,5
MDA,Moldova,2008,6
MDA,Moldova,2009,6
MDA,Moldova,2010,6
MDA,Moldova,2011,5
MDA,Moldova,2012,6
MDA,Moldova,2013,6
MDA,Moldova,2014,6
MDA,Moldova,2015,5
MDA,Moldova,2016,6
MDA,Moldova,2017,6
MDA,Moldova,2018,9
MDA,Moldova,2019,7
MDA,Moldova,2020,7
MDA,Moldova,2021,7
MDA,Moldova,2022,7
MDA,Moldova,2023,5
MDA,Moldova,2024,6
MKD,Macedonia,1950,8
MKD,Macedonia,1951,8
MKD,Macedonia,1952,5
MKD,Macedonia,1953,5
MKD,Macedonia,1954,6
MKD,Macedonia,1955,5
MKD,Macedonia,1956,5
MKD,Macedonia,1957,5
MKD,Macedonia,1958,5
MKD,Macedonia,1959,4
MKD,Macedonia,1960,5
MKD,Macedonia,1961,5
MKD,Macedonia,1962,4
MKD,Macedonia,1963,4
MKD,Macedonia,1964,4
MKD,Macedonia,1965,4
MKD,Macedonia,1966,5
MKD,Macedonia,1967,6
MKD,Macedonia,1968,4
MKD,Macedonia,1969,5
MKD,Macedonia,1970,5
MKD,Macedonia,1971,4
MKD,Macedonia,1972,4
MKD,Macedonia,1973,4
MKD,Macedonia,1974,5
MKD,Macedonia,1975,6
MKD,Macedonia,1976,4
MKD,Macedonia,1977,4
MKD,Macedonia,1978,4
MKD,Macedonia,1979,5
MKD,Macedonia,1980,4
MKD,Macedonia,1981,5
MKD,Macedonia,1982,5
MKD,Macedonia,1983,4
MKD,Macedonia,1984,3
MKD,Macedonia,1985,4
MKD,Macedonia,1986,5
MKD,Macedonia,1987,5
MKD,Macedonia,1988,5
MKD,Macedonia,1989,5
MKD,Macedonia,1990,5
MKD,Macedonia,1991,5
MKD,Macedonia,1992,4
MKD,Macedonia,1993,4
MKD,Macedonia,1994,5
MKD,Macedonia,1995,5
MKD,Macedonia,1996,5
MKD,Macedonia,1997,5
MKD,Macedonia,1998,5
MKD,Macedonia,1999,4
MKD,Macedonia,2000,4
MKD,Macedonia,2001,5
MKD,Macedonia,2002,5
MKD,Macedonia,2003,4
MKD,Macedonia,2004,4
MKD,Macedonia,2005,5
MKD,Macedonia,2006,5
MKD,Macedonia,2007,5
MKD,Macedonia,2008,5
MKD,Macedonia,2009,6
MKD,Macedonia,2010,5
MKD,Macedonia,2011,5
MKD,Macedonia,2012,6
MKD,Macedonia,2013,6
MKD,Macedonia,2014,6
MKD,Macedonia,2015,5
MKD,Macedonia,2016,5
MKD,Macedonia,2017,6
MKD,Macedonia,2018,5
MKD,Macedonia,2019,5
MKD,Macedonia,2020,5
MKD,Macedonia,2021,5
MKD,Macedonia,2022,5
MKD,Macedonia,2023,5
MKD,Macedonia,2024,5
NLD,Netherlands,1950,6
NLD,Netherlands,1951,6
NLD,Netherlands,1952,5
NLD,Netherlands,1953,5
NLD,Netherlands,1954,6
NLD,Netherlands,1955,6
NLD,Netherlands,1956,5
NLD,Netherlands,1957,5
NLD,Netherlands,1958,5
NLD,Netherlands,1959,5
NLD,Netherlands,1960,5
NLD,Netherlands,1961,5
NLD,Netherlands,1962,4
NLD,Netherlands,1963,4
NLD,Netherlands,1964,4
NLD,Netherlands,1965,5
NLD,Netherlands,1966,4
NLD,Netherlands,1967,4
NLD,Netherlands,1968,4
NLD,Netherlands,1969,4
NLD,Netherlands,1970,4
NLD,Netherlands,1971,4
NLD,Netherlands,1972,3
NLD,Netherlands,1973,4
NLD,Netherlands,1974,4
NLD,Netherlands,1975,4
NLD,Netherlands,1976,3
NLD,Netherlands,1977,3
NLD,Netherlands,1978,3
NLD,Netherlands,1979,3
NLD,Netherlands,1980,4
NLD,Netherlands,1981,4
NLD,Netherlands,1982,4
NLD,Netherlands,1983,4
NLD,Netherlands,1984,3
NLD,Netherlands,1985,4
NLD,Netherlands,1986,4
NLD,Netherlands,1987,4
NLD,Netherlands,1988,4
NLD,Netherlands,1989,4
NLD,Netherlands,1990,4
NLD,Netherlands,1991,4
NLD,Netherlands,1992,4
NLD,Netherlands,1993,4
NLD,Netherlands,1994,4
NLD,Netherlands,1995,4
NLD,Netherlands,1996,3
NLD,Netherlands,1997,3
NLD,Netherlands,1998,3
NLD,Netherlands,1999,4
NLD,Netherlands,2000,4
NLD,Netherlands,2001,4
NLD,Netherlands,2002,4
NLD,Netherlands,2003,4
NLD,Netherlands,2004,4
NLD,Netherlands,2005,4
NLD,Netherlands,2006,4
NLD,Netherlands,2007,4
NLD,Netherlands,2008,4
NLD,Netherlands,2009,4
NLD,Netherlands,2010,4
NLD,Netherlands,2011,4
NLD,Netherlands,2012,4
NLD,Netherlands,2013,4
NLD,Netherlands,2014,4
NLD,Netherlands,2015,4
NLD,Netherlands,2016,4
NLD,Netherlands,2017,4
NLD,Netherlands,2018,3
NLD,Netherlands,2019,3
NLD,Netherlands,2020,4
NLD,Netherlands,2021,4
NLD,Netherlands,2022,3
NLD,Netherlands,2023,4
NOR,Norway,1950,8
NOR,Norway,1951,7
NOR,Norway,1952,6
NOR,Norway,1953,6
NOR,Norway,1954,7
NOR,Norway,1955,7
NOR,Norway,1956,6
NOR,Norway,1957,6
NOR,Norway,1958,5
NOR,Norway,1959,6
NOR,Norway,1960,6
NOR,Norway,1961,6
NOR,Norway,1962,5
NOR,Norway,1963,5
NOR,Norway,1964,5
NOR,Norway,1965,5
NOR,Norway,1966,5
NOR,Norway,1967,4
NOR,Norway,1968,5
NOR,Norway,1969,4
NOR,Norway,1970,4
NOR,Norway,1971,4
NOR,Norway,1972,5
NOR,Norway,1973,5
NOR,Norway,1974,5
NOR,Norway,1975,5
NOR,Norway,1976,5
NOR,Norway,1977,5
NOR,Norway,1978,4
NOR,Norway,1979,4
NOR,Norway,1980,4
NOR,Norway,1981,4
NOR,Norway,1982,5
NOR,Norway,1983,4
NOR,Norway,1984,5
NOR,Norway,1985,3
NOR,Norway,1986,4
NOR,Norway,1987,4
NOR,Norway,1988,4
NOR,Norway,1989,5
NOR,Norway,1990,4
NOR,Norway,1991,5
NOR,Norway,1992,6
NOR,Norway,1993,4
NOR,Norway,1994,5
NOR,Norway,1995,5
NOR,Norway,1996,4
NOR,Norway,1997,4
NOR,Norway,1998,4
NOR,Norway,1999,4
NOR,Norway,2000,4
NOR,Norway,2001,4
NOR,Norway,2002,5
NOR,Norway,2003,5
NOR,Norway,2004,5
NOR,Norway,2005,5
NOR,Norway,2006,4
NOR,Norway,2007,5
NOR,Norway,2008,4
NOR,Norway,2009,5
NOR,Norway,2010,5
NOR,Norway,2011,5
NOR,Norway,2012,5
NOR,Norway,2013,5
NOR,Norway,2014,4
NOR,Norway,2015,5
NOR,Norway,2016,5
NOR,Norway,2017,3
NOR,Norway,2018,4
NOR,Norway,2019,4
NOR,Norway,2020,4
NOR,Norway,2021,4
NOR,Norway,2022,4
NOR,Norway,2023,4
NOR,Norway,2024,3
NZL,New Zealand,1950,4
NZL,New Zealand,1951,5
NZL,New Zealand,1952,5
NZL,New Zealand,1953,5
NZL,New Zealand,1954,4
NZL,New Zealand,1955,4
NZL,New Zealand,1956,5
NZL,New Zealand,1957,4
NZL,New Zealand,1958,4
NZL,New Zealand,1959,5
NZL,New Zealand,1960,5
NZL,New Zealand,1961,3
NZL,New Zealand,1962,5
NZL,New Zealand,1963,5
NZL,New Zealand,1964,4
NZL,New Zealand,1965,3
NZL,New Zealand,1966,3
NZL,New Zealand,1967,4
NZL,New Zealand,1968,4
NZL,New Zealand,1969,4
NZL,New Zealand,1970,5
NZL,New Zealand,1971,4
NZL,New Zealand,1972,3
NZL,New Zealand,1973,5
NZL,New Zealand,1974,4
NZL,New Zealand,1975,4
NZL,New Zealand,1976,4
NZL,New Zealand,1977,5
NZL,New Zealand,1978,4
NZL,New Zealand,1979,5
NZL,New Zealand,1980,5
NZL,New Zealand,1981,4
NZL,New Zealand,1982,3
NZL,New Zealand,1983,5
NZL,New Zealand,1984,4
NZL,New Zealand,1985,3
NZL,New Zealand,1986,4
NZL,New Zealand,1987,6
NZL,New Zealand,1988,5
NZL,New Zealand,1989,5
NZL,New Zealand,1990,5
NZL,New Zealand,1991,6
NZL,New Zealand,1992,5
NZL,New Zealand,1993,5
NZL,New Zealand,1994,5
NZL,New Zealand,1995,6
NZL,New Zealand,1996,5
NZL,New Zealand,1997,5
NZL,New Zealand,1998,6
NZL,New Zealand,1999,4
NZL,New Zealand,2000,5
NZL,New Zealand,2001,6
NZL,New Zealand,2002,6
NZL,New Zealand,2003,5
NZL,New Zealand,2004,5
NZL,New Zealand,2005,4
NZL,New Zealand,2006,5
NZL,New Zealand,2007,6
NZL,New Zealand,2008,6
NZL,New Zealand,2009,5
NZL,New Zealand,2010,5
NZL,New Zealand,2011,5
NZL,New Zealand,2012,6
NZL,New Zealand,2013,6
NZL,New Zealand,2014,6
NZL,New Zealand,2015,5
NZL,New Zealand,2016,5
NZL,New Zealand,2017,5
NZL,New Zealand,2018,5
NZL,New Zealand,2019,4
NZL,New Zealand,2020,5
NZL,New Zealand,2021,4
NZL,New Zealand,2022,4
NZL,New Zealand,2023,6
NZL,New Zealand,2024,4
NZL,New Zealand,2025,5
POL,Poland,1950,5
POL,Poland,1951,5
POL,Poland,1952,5
POL,Poland,1953,5
POL,Poland,1954,5
POL,Poland,1955,5
POL,Poland,1956,5
POL,Poland,1957,5
POL,Poland,1958,4
POL,Poland,1959,5
POL,Poland,1960,5
POL,Poland,1961,5
POL,Poland,1962,5
POL,Poland,1963,5
POL,Poland,1964,5
POL,Poland,1965,5
POL,Poland,1966,5
POL,Poland,1967,5
POL,Poland,1968,5
POL,Poland,1969,4
POL,Poland,1970,5
POL,Poland,1971,4
POL,Poland,1972,3
POL,Poland,1973,4
POL,Poland,1974,3
POL,Poland,1975,3
POL,Poland,1976,3
POL,Poland,1977,3
POL,Poland,1978,4
POL,Poland,1979,3
POL,Poland,1980,4
POL,Poland,1981,3
POL,Poland,1982,3
POL,Poland,1983,3
POL,Poland,1984,3
POL,Poland,1985,3
POL,Poland,1986,4
POL,Poland,1987,4
POL,Poland,1988,4
POL,Poland,1989,3
POL,Poland,1990,4
POL,Poland,1991,4
POL,Poland,1992,3
POL,Poland,1993,4
POL,Poland,1994,4
POL,Poland,1995,5
POL,Poland,1996,5
POL,Poland,1997,5
POL,Poland,1998,4
POL,Poland,1999,5
POL,Poland,2000,5
POL,Poland,2001,4
POL,Poland,2002,4
POL,Poland,2003,4
POL,Poland,2004,4
POL,Poland,2005,5
POL,Poland,2006,4
POL,Poland,2007,4
POL,Poland,2008,4
POL,Poland,2009,5
POL,Poland,2010,5
POL,Poland,2011,4
POL,Poland,2012,4
POL,Poland,2013,5
POL,Poland,2014,4
POL,Poland,2015,4
POL,Poland,2016,4
POL,Poland,2017,4
POL,Poland,2018,4
POL,Poland,2019,4
POL,Poland,2020,4
POL,Poland,2021,5
POL,Poland,2022,5
POL,Poland,2023,5
POL,Poland,2024,5
PRT,Portugal,1950,6
PRT,Portugal,1951,7
PRT,Portugal,1952,6
PRT,Portugal,1953,5
PRT,Portugal,1954,5
PRT,Portugal,1955,6
PRT,Portugal,1956,6
PRT,Portugal,1957,6
PRT,Portugal,1958,6
PRT,Portugal,1959,6
PRT,Portugal,1960,5
PRT,Portugal,1961,6
PRT,Portugal,1962,6
PRT,Portugal,1963,5
PRT,Portugal,1964,4
PRT,Portugal,1965,5
PRT,Portugal,1966,6
PRT,Portugal,1967,6
PRT,Portugal,1968,4
PRT,Portugal,1969,3
PRT,Portugal,1970,4
PRT,Portugal,1971,5
PRT,Portugal,1972,3
PRT,Portugal,1973,5
PRT,Portugal,1974,5
PRT,Portugal,1975,4
PRT,Portugal,1976,4
PRT,Portugal,1977,5
PRT,Portugal,1978,4
PRT,Portugal,1979,5
PRT,Portugal,1980,4
PRT,Portugal,1981,5
PRT,Portugal,1982,5
PRT,Portugal,1983,5
PRT,Portugal,1984,5
PRT,Portugal,1985,6
PRT,Portugal,1986,5
PRT,Portugal,1987,5
PRT,Portugal,1988,5
PRT,Portugal,1989,5
PRT,Portugal,1990,6
PRT,Portugal,1991,4
PRT,Portugal,1992,4
PRT,Portugal,1993,4
PRT,Portugal,1994,5
PRT,Portugal,1995,4
PRT,Portugal,1996,5
PRT,Portugal,1997,5
PRT,Portugal,1998,5
PRT,Portugal,1999,5
PRT,Portugal,2000,4
PRT,Portugal,2001,4
PRT,Portugal,2002,5
PRT,Portugal,2003,5
PRT,Portugal,2004,5
PRT,Portugal,2005,4
PRT,Portugal,2006,5
PRT,Portugal,2007,4
PRT,Portugal,2008,4
PRT,Portugal,2009,5
PRT,Portugal,2010,5
PRT,Portugal,2011,4
PRT,Portugal,2012,4
PRT,Portugal,2013,5
PRT,Portugal,2014,5
PRT,Portugal,2015,5
PRT,Portugal,2016,4
PRT,Portugal,2017,5
PRT,Portugal,2018,4
PRT,Portugal,2019,4
PRT,Portugal,2020,6
PRT,Portugal,2021,4
PRT,Portugal,2022,5
PRT,Portugal,2023,6
PRT,Portugal,2024,6
ROU,Romania,1955,5
ROU,Romania,1956,5
ROU,Romania,1957,5
ROU,Romania,1958,4
ROU,Romania,1959,4
ROU,Romania,1960,4
ROU,Romania,1961,5
ROU,Romania,1962,5
ROU,Romania,1963,5
ROU,Romania,1964,3
ROU,Romania,1965,4
ROU,Romania,1966,4
ROU,Romania,1967,4
ROU,Romania,1968,4
ROU,Romania,1969,6
ROU,Romania,1970,5
ROU,Romania,1971,2
ROU,Romania,1972,3
ROU,Romania,1973,4
ROU,Romania,1974,4
ROU,Romania,1975,4
ROU,Romania,1976,3
ROU,Romania,1977,3
ROU,Romania,1978,4
ROU,Romania,1979,4
ROU,Romania,1980,4
ROU,Romania,1981,3
ROU,Romania,1982,3
ROU,Romania,1983,3
ROU,Romania,1984,4
ROU,Romania,1985,4
ROU,Romania,1986,4
ROU,Romania,1987,4
ROU,Romania,1988,2
ROU,Romania,1989,1
ROU,Romania,1990,3
ROU,Romania,1991,4
ROU,Romania,1992,3
ROU,Romania,1993,3
ROU,Romania,1994,4
ROU,Romania,1995,3
ROU,Romania,1996,4
ROU,Romania,1997,5
ROU,Romania,1998,5
ROU,Romania,1999,5
ROU,Romania,2000,6
ROU,Romania,2001,6
ROU,Romania,2002,7
ROU,Romania,2003,6
ROU,Romania,2004,8
ROU,Romania,2005,6
ROU,Romania,2006,6
ROU,Romania,2007,6
ROU,Romania,2008,6
ROU,Romania,2009,5
ROU,Romania,2010,5
ROU,Romania,2011,5
ROU,Romania,2012,5
ROU,Romania,2013,4
RUS,Russia,1959,4
RUS,Russia,1960,4
RUS,Russia,1961,5
RUS,Russia,1962,5
RUS,Russia,1963,4
RUS,Russia,1964,4
RUS,Russia,1965,5
RUS,Russia,1966,4
RUS,Russia,1967,3
RUS,Russia,1968,4
RUS,Russia,1969,2
RUS,Russia,1970,3
RUS,Russia,1971,2
RUS,Russia,1972,3
RUS,Russia,1973,3
RUS,Russia,1974,3
RUS,Russia,1975,4
RUS,Russia,1976,3
RUS,Russia,1977,4
RUS,Russia,1978,3
RUS,Russia,1979,3
RUS,Russia,1980,3
RUS,Russia,1981,3
RUS,Russia,1982,2
RUS,Russia,1983,3
RUS,Russia,1984,4
RUS,Russia,1985,4
RUS,Russia,1986,4
RUS,Russia,1987,4
RUS,Russia,1988,3
RUS,Russia,1989,3
RUS,Russia,1990,3
RUS,Russia,1991,3
RUS,Russia,1992,3
RUS,Russia,1993,3
RUS,Russia,1994,2
RUS,Russia,1995,3
RUS,Russia,1996,3
RUS,Russia,1997,3
RUS,Russia,1998,4
RUS,Russia,1999,4
RUS,Russia,2000,5
RUS,Russia,2001,4
RUS,Russia,2002,4
RUS,Russia,2003,5
RUS,Russia,2004,5
RUS,Russia,2005,5
RUS,Russia,2006,4
RUS,Russia,2007,5
RUS,Russia,2008,4
RUS,Russia,2009,5
RUS,Russia,2010,6
RUS,Russia,2011,6
RUS,Russia,2012,5
RUS,Russia,2013,5
RUS,Russia,2014,4
RUS,Russia,2015,4
RUS,Russia,2016,6
RUS,Russia,2017,7
RUS,Russia,2018,7
RUS,Russia,2019,5
RUS,Russia,2020,5
RUS,Russia,2021,5
RUS,Russia,2022,5
SVK,Slovakia,1950,5
SVK,Slovakia,1951,5
SVK,Slovakia,1952,5
SVK,Slovakia,1953,5
SVK,Slovakia,1954,4
SVK,Slovakia,1955,5
SVK,Slovakia,1956,4
SVK,Slovakia,1957,4
SVK,Slovakia,1958,4
SVK,Slovakia,1959,4
SVK,Slovakia,1960,4
SVK,Slovakia,1961,3
SVK,Slovakia,1962,4
SVK,Slovakia,1963,4
SVK,Slovakia,1964,4
SVK,Slovakia,1965,3
SVK,Slovakia,1966,2
SVK,Slovakia,1967,3
SVK,Slovakia,1968,3
SVK,Slovakia,1969,3
SVK,Slovakia,1970,3
SVK,Slovakia,1971,4
SVK,Slovakia,1972,4
SVK,Slovakia,1973,4
SVK,Slovakia,1974,4
SVK,Slovakia,1975,4
SVK,Slovakia,1976,4
SVK,Slovakia,1977,3
SVK,Slovakia,1978,3
SVK,Slovakia,1979,3
SVK,Slovakia,1980,3
SVK,Slovakia,1981,3
SVK,Slovakia,1982,3
SVK,Slovakia,1983,3
SVK,Slovakia,1984,3
SVK,Slovakia,1985,3
SVK,Slovakia,1986,3
SVK,Slovakia,1987,3
SVK,Slovakia,1988,3
SVK,Slovakia,1989,3
SVK,Slovakia,1990,3
SVK,Slovakia,1991,4
SVK,Slovakia,1992,4
SVK,Slovakia,1993,4
SVK,Slovakia,1994,4
SVK,Slovakia,1995,4
SVK,Slovakia,1996,5
SVK,Slovakia,1997,5
SVK,Slovakia,1998,4
SVK,Slovakia,1999,4
SVK,Slovakia,2000,3
SVK,Slovakia,2001,4
SVK,Slovakia,2002,3
SVK,Slovakia,2003,4
SVK,Slovakia,2004,4
SVK,Slovakia,2005,4
SVK,Slovakia,2006,5
SVK,Slovakia,2007,4
SVK,Slovakia,2008,5
SVK,Slovakia,2009,4
SVK,Slovakia,2010,5
SVK,Slovakia,2011,5
SVK,Slovakia,2012,5
SVK,Slovakia,2013,4
SVK,Slovakia,2014,4
SVK,Slovakia,2015,4
SVK,Slovakia,2016,4
SVK,Slovakia,2017,4
SVK,Slovakia,2018,5
SVK,Slovakia,2019,4
SVK,Slovakia,2020,5
SVK,Slovakia,2021,5
SVK,Slovakia,2022,5
SVK,Slovakia,2023,5
SVK,Slovakia,2024,5
SVN,Slovenia,1950,7
SVN,Slovenia,1951,7
SVN,Slovenia,1952,9
SVN,Slovenia,1953,7
SVN,Slovenia,1954,6
SVN,Slovenia,1955,6
SVN,Slovenia,1956,5
SVN,Slovenia,1957,5
SVN,Slovenia,1958,5
SVN,Slovenia,1959,5
SVN,Slovenia,1960,5
SVN,Slovenia,1961,5
SVN,Slovenia,1962,5
SVN,Slovenia,1963,5
SVN,Slovenia,1964,5
SVN,Slovenia,1965,5
SVN,Slovenia,1966,5
SVN,Slovenia,1967,5
SVN,Slovenia,1968,5
SVN,Slovenia,1969,5
SVN,Slovenia,1970,4
SVN,Slovenia,1971,4
SVN,Slovenia,1972,4
SVN,Slovenia,1973,4
SVN,Slovenia,1974,5
SVN,Slovenia,1975,5
SVN,Slovenia,1976,4
SVN,Slovenia,1977,4
SVN,Slovenia,1978,4
SVN,Slovenia,1979,3
SVN,Slovenia,1980,4
SVN,Slovenia,1981,4
SVN,Slovenia,1982,5
SVN,Slovenia,1983,4
SVN,Slovenia,1984,4
